epoch_idx,power_delta_abs,power_delta_rel,power_theta_abs,power_theta_rel,power_alpha_abs,power_alpha_rel,power_beta_abs,power_beta_rel,power_gamma_abs,power_gamma_rel,power_total,sef95,rms,lempel_ziv,wpli_alpha,wpli_gamma,betti_0_max,betti_0_mean,betti_0_auc,n_features_0,total_persistence_0,persistence_entropy_0,betti_1_max,betti_1_mean,betti_1_auc,n_features_1,total_persistence_1,persistence_entropy_1,betti_2_max,betti_2_mean,betti_2_auc,n_features_2,total_persistence_2,persistence_entropy_2,topo_complexity,subject,task,acquisition,run,acq_time,source_file,epoch_file,bids_stem
0,2.139389686388912e-10,0.0809790515951733,1.8447048496131015e-11,0.006982479636369063,3.169750147621737e-11,0.011997971308412078,4.9300270635846694e-11,0.01866087877713781,9.142990700143572e-13,0.0003460756683794366,2.6419050905708914e-09,50.5,6.536502769449726e-05,3.8103342056863863,0.012163876754341916,0.003912016085618008,63.0,3.703125,4.892857142857142,63.0,4.924590948037803,3.929165042140707,7.0,0.765625,1.1666666666666665,29.0,1.2063075751066208,2.566735713013659,4.0,0.25,0.38095238095238093,11.0,0.36565157771110535,2.052634412985081,6.191329278816466,sub-1064,sed,rest,3.0,2012-01-23T05:51:03.810173Z,data/raw/ds005620/sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,data/processed/sub-1064/sub-1064_task-sed_acq-rest_run-3_eeg_epochs.npy,sub-1064_task-sed_acq-rest_run-3_eeg
1,2.360230774115391e-10,0.08974634502149934,2.6080632956965643e-11,0.009917002648235498,4.497882211016514e-11,0.017102924561571586,3.887022469066584e-11,0.01478016740739755,1.0009196528946046e-12,0.0003805936330151707,2.629890691983035e-09,50.5,5.278105891193263e-05,4.170811678988523,0.01387613911134597,0.0038503942633278756,63.0,4.1875,5.6309523809523805,63.0,5.6156434789299965,3.9778022223232754,7.0,0.921875,1.4047619047619047,31.0,1.3740624710917473,2.8913071984389696,3.0,0.296875,0.45238095238095233,13.0,0.46588826179504395,2.2629859940105796,6.99424392533634,sub-1064,sed,rest,3.0,2012-01-23T05:51:03.810173Z,data/raw/ds005620/sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,data/processed/sub-1064/sub-1064_task-sed_acq-rest_run-3_eeg_epochs.npy,sub-1064_task-sed_acq-rest_run-3_eeg
2,2.558333323236381e-10,0.09460025381989642,2.5448376420580596e-11,0.009410121999449694,5.0359818484796036e-11,0.018621700181581206,4.7839200237331214e-11,0.017689643659362334,1.006564436173512e-12,0.00037220033168952724,2.704362007428684e-09,50.5,5.5873257224448025e-05,4.01140330152135,0.02847962448115546,0.00381520501589153,63.0,4.09375,5.488095238095237,63.0,5.5100925751030445,3.9595743969781774,7.0,0.9375,1.4285714285714286,29.0,1.431996375322342,2.866821535710932,4.0,0.328125,0.49999999999999994,13.0,0.42965859174728394,1.7097097454927552,6.438186248273313,sub-1064,sed,rest,3.0,2012-01-23T05:51:03.810173Z,data/raw/ds005620/sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,data/processed/sub-1064/sub-1064_task-sed_acq-rest_run-3_eeg_epochs.npy,sub-1064_task-sed_acq-rest_run-3_eeg
3,5.279073324857865e-10,0.17417654480769576,3.393942649419405e-11,0.01119789719850623,4.5281725879957015e-11,0.01494014966521133,4.1908452076887807e-11,0.013827179377524089,9.493213973789068e-13,0.0003132169430738555,3.030874984164123e-09,50.5,5.8052075473824516e-05,3.8021018481646074,0.013644232043258868,0.0038830895357894824,63.0,3.984375,5.321428571428571,63.0,5.404991786926985,3.93256260258559,9.0,1.078125,1.6428571428571428,33.0,1.526903674006462,3.006185644966863,6.0,0.28125,0.42857142857142855,12.0,0.48959559202194214,1.7431217973364221,6.765806708331689,sub-1064,sed,rest,3.0,2012-01-23T05:51:03.810173Z,data/raw/ds005620/sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,data/processed/sub-1064/sub-1064_task-sed_acq-rest_run-3_eeg_epochs.npy,sub-1064_task-sed_acq-rest_run-3_eeg
4,2.2774558476589284e-10,0.08867597936506608,3.984723242099003e-11,0.015515086114845637,3.486470798046802e-11,0.013575069429438367,4.049885735441326e-11,0.01576880554132496,9.468867494458035e-13,0.0003686838097925019,2.5682894781268497e-09,50.5,5.4909662139834836e-05,3.712294311563383,0.005126442232245424,0.0038910702577170607,63.0,4.25,5.726190476190476,63.0,5.761385376565158,3.9148632510719303,8.0,1.125,1.714285714285714,37.0,1.6378074325621128,3.195617452039416,5.0,0.40625,0.6190476190476191,15.0,0.6248434484004974,2.2518903123054557,7.710158645307482,sub-1064,sed,rest,3.0,2012-01-23T05:51:03.810173Z,data/raw/ds005620/sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,data/processed/sub-1064/sub-1064_task-sed_acq-rest_run-3_eeg_epochs.npy,sub-1064_task-sed_acq-rest_run-3_eeg
5,1.5456699665470427e-10,0.06485912212693419,2.2787704622324732e-11,0.009562135184612708,3.4781746205387416e-11,0.014595053108024489,4.6214161686103776e-11,0.019392302507429623,1.2975486634655858e-12,0.0005444750111652849,2.3831188518433075e-09,50.5,5.1571107178460807e-05,3.8145751171369997,0.002178281959741629,0.0038736590837397506,63.0,4.5,6.107142857142856,63.0,6.0993141159415245,3.9167215791725396,6.0,0.734375,1.119047619047619,27.0,1.0789200887084007,2.7526542249607417,4.0,0.140625,0.2142857142857143,8.0,0.1998128890991211,1.613266845419564,5.644654048187828,sub-1064,sed,rest,3.0,2012-01-23T05:51:03.810173Z,data/raw/ds005620/sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,data/processed/sub-1064/sub-1064_task-sed_acq-rest_run-3_eeg_epochs.npy,sub-1064_task-sed_acq-rest_run-3_eeg
6,1.5307219327474498e-10,0.06467595717137371,2.210707821146497e-11,0.00934066738707151,3.8779820591712245e-11,0.016385222959478862,4.374058881409973e-11,0.018481243315784688,1.0220563554394683e-12,0.0004318385440031416,2.3667557461754338e-09,50.5,5.1056849770247936e-05,3.9238409533351555,0.013600882905853809,0.0038917051949567657,63.0,4.90625,6.726190476190475,63.0,6.6605109218508005,3.8971334608624524,8.0,1.0625,1.6190476190476188,27.0,1.654431737959385,2.8013307667985274,5.0,0.234375,0.3571428571428571,13.0,0.34233322739601135,2.28093137035988,7.079027102513804,sub-1064,sed,rest,3.0,2012-01-23T05:51:03.810173Z,data/raw/ds005620/sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,data/processed/sub-1064/sub-1064_task-sed_acq-rest_run-3_eeg_epochs.npy,sub-1064_task-sed_acq-rest_run-3_eeg
7,2.947711422406148e-08,0.47311078403808166,6.508739209037886e-11,0.001044659489691061,4.5221796140698824e-11,0.000725814585006837,3.568056987872941e-11,0.0005726768998463146,2.3723562727002033e-12,3.807656772855586e-05,6.230488760469431e-08,1.5,0.0004866558883804828,2.4158227345729317,0.013638387301667767,0.003998366410651929,63.0,1.453125,1.464285714285714,63.0,1.0568852864671499,2.412081530351564,0.0,0.0,0.0,26.0,0.054538809694349766,2.836619359131082,0.0,0.0,0.0,4.0,0.0022805221378803253,1.135182484916863,4.0286211758801755,sub-1064,sed,rest,3.0,2012-01-23T05:51:03.810173Z,data/raw/ds005620/sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,data/processed/sub-1064/sub-1064_task-sed_acq-rest_run-3_eeg_epochs.npy,sub-1064_task-sed_acq-rest_run-3_eeg
8,2.1758375446883907e-07,0.6274810615795321,1.4537615604344668e-10,0.00041924446494261445,4.674593100911892e-11,0.00013480871531852472,4.7663327510447296e-11,0.00013745435828919659,5.093568429403644e-12,1.4689137675340168e-05,3.4675748447470987e-07,1.5,0.0005475194193422794,2.1187094676505485,0.006769867611760315,0.00417595267432793,63.0,1.5625,1.6309523809523807,63.0,1.1583457407250535,1.9776642412759304,0.0,0.0,0.0,23.0,0.049819383304566145,2.7895172201301235,1.0,0.015625,0.023809523809523808,1.0,0.0011986345052719116,-1.000088900581841e-12,2.8405352379389615,sub-1064,sed,rest,3.0,2012-01-23T05:51:03.810173Z,data/raw/ds005620/sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,data/processed/sub-1064/sub-1064_task-sed_acq-rest_run-3_eeg_epochs.npy,sub-1064_task-sed_acq-rest_run-3_eeg
9,7.069544474013994e-09,0.3996983520280034,3.1034483270968424e-11,0.001754629575504127,4.079640407385934e-11,0.0023065496704813325,3.696650927366066e-11,0.002090014836347831,2.8927910739591924e-12,0.00016355280446609985,1.768719945464947e-08,50.0,0.00025631734752096236,2.5472909895419464,0.023062229985336823,0.023306909696894598,63.0,1.734375,1.8928571428571428,63.0,1.986303553218022,3.127115356816624,6.0,0.15625,0.23809523809523808,26.0,0.23332933150231838,2.7768371727925625,1.0,0.015625,0.023809523809523808,1.0,0.01474306732416153,-1.000088900581841e-12,3.0249095716180423,sub-1064,sed,rest,3.0,2012-01-23T05:51:03.810173Z,data/raw/ds005620/sub-1064/eeg/sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,data/processed/sub-1064/sub-1064_task-sed_acq-rest_run-3_eeg_epochs.npy,sub-1064_task-sed_acq-rest_run-3_eeg
