epoch_idx,power_delta_abs,power_delta_rel,power_theta_abs,power_theta_rel,power_alpha_abs,power_alpha_rel,power_beta_abs,power_beta_rel,power_gamma_abs,power_gamma_rel,power_total,sef95,rms,lempel_ziv,wpli_alpha,wpli_gamma,betti_0_max,betti_0_mean,betti_0_auc,n_features_0,total_persistence_0,persistence_entropy_0,betti_1_max,betti_1_mean,betti_1_auc,n_features_1,total_persistence_1,persistence_entropy_1,betti_2_max,betti_2_mean,betti_2_auc,n_features_2,total_persistence_2,persistence_entropy_2,topo_complexity,subject,task,acquisition,run,acq_time,source_file,epoch_file,bids_stem
0,1.033142551669564e-11,0.1540824250396199,1.7173862988810422e-11,0.25613023607805396,2.8893537218655016e-11,0.4309169412709259,6.190902930350065e-12,0.09233085358372903,1.4156331351445195e-12,0.021112690216564763,6.705129098298571e-11,21.0,8.330479431606364e-06,1.4937853490657638,0.001805465914557746,0.0,64.0,5.515625,7.642857142857142,64.0,7.7115753553807735,3.9974873844911283,11.0,1.484375,2.261904761904762,38.0,2.2981094419956207,3.2472120156932736,10.0,0.5,0.7619047619047619,21.0,0.7956633865833282,2.579837038591058,8.92082188286328,sub-1045,awake,EC,,2020-02-27T13:58:51.922019Z,data/raw/ds005620/sub-1045/eeg/sub-1045_task-awake_acq-EC_eeg.vhdr,data/processed/sub-1045/sub-1045_task-awake_acq-EC_eeg_epochs.npy,sub-1045_task-awake_acq-EC_eeg
1,8.636995916664508e-12,0.15947503048945355,8.516619154136861e-12,0.15725237251212618,2.83873257532231e-11,0.5241486372911934,4.984708669833681e-12,0.09203854844587718,1.5622068710220257e-12,0.028844865829609326,5.4158923125182866e-11,25.5,7.671117600693833e-06,1.5444554926369063,0.0008074303734709028,0.0,64.0,5.390625,7.452380952380952,64.0,7.449412293732166,3.962771273586829,11.0,1.25,1.9047619047619047,36.0,1.9123526215553284,3.0291854456125487,9.0,0.515625,0.7857142857142857,17.0,0.8428345918655396,2.386744423919481,8.171117082952897,sub-1045,awake,EC,,2020-02-27T13:58:51.922019Z,data/raw/ds005620/sub-1045/eeg/sub-1045_task-awake_acq-EC_eeg.vhdr,data/processed/sub-1045/sub-1045_task-awake_acq-EC_eeg_epochs.npy,sub-1045_task-awake_acq-EC_eeg
2,1.2106131575513614e-11,0.20379651804338514,1.0861148559990961e-11,0.18283827865832328,2.8409348260665637e-11,0.47824742522343866,5.3038729209561145e-12,0.08928622877532173,1.3094025517420766e-12,0.022042687963337887,5.940303441757727e-11,21.0,7.764818292343989e-06,1.4546758693191055,0.0007657234440790856,0.0,64.0,5.125,7.047619047619047,64.0,7.040185505524278,3.943024364626808,9.0,1.078125,1.642857142857143,38.0,1.6883735246956348,2.912287678079568,9.0,0.671875,1.0238095238095237,19.0,0.9711736142635345,2.5013091600405466,8.073143977079285,sub-1045,awake,EC,,2020-02-27T13:58:51.922019Z,data/raw/ds005620/sub-1045/eeg/sub-1045_task-awake_acq-EC_eeg.vhdr,data/processed/sub-1045/sub-1045_task-awake_acq-EC_eeg_epochs.npy,sub-1045_task-awake_acq-EC_eeg
3,1.167637338667554e-11,0.16765105723475437,1.351837269012131e-11,0.19409874954654407,3.4865165332539304e-11,0.5005990845869089,6.38026158154212e-12,0.0916087182344185,1.2919224824298153e-12,0.018549609786534443,6.964688191811179e-11,19.5,8.344111847691238e-06,1.4268810818261972,6.822501835673102e-05,0.0,64.0,5.0625,6.952380952380952,64.0,6.863978223875165,3.9553455090244767,12.0,1.484375,2.261904761904762,41.0,2.124311964958906,3.2049265748883817,7.0,0.390625,0.5952380952380952,15.0,0.657939076423645,2.161175369218304,8.148352985489236,sub-1045,awake,EC,,2020-02-27T13:58:51.922019Z,data/raw/ds005620/sub-1045/eeg/sub-1045_task-awake_acq-EC_eeg.vhdr,data/processed/sub-1045/sub-1045_task-awake_acq-EC_eeg_epochs.npy,sub-1045_task-awake_acq-EC_eeg
4,1.9240870339473264e-11,0.22233429546605085,1.9426884307874393e-11,0.22448374525089057,3.2801389823785184e-11,0.37903035403845553,9.033373010940164e-12,0.10438346024031273,1.3976005974813707e-12,0.016149713536942785,8.654027170725549e-11,19.5,9.178531399811618e-06,1.4101550150163058,0.0008047447234219134,0.0,64.0,4.90625,6.7142857142857135,64.0,6.775909021496773,3.96175511641738,11.0,1.359375,2.071428571428571,35.0,2.121780890971422,3.1203308663605114,10.0,0.484375,0.738095238095238,17.0,0.734643429517746,2.499982120888009,8.47673730773769,sub-1045,awake,EC,,2020-02-27T13:58:51.922019Z,data/raw/ds005620/sub-1045/eeg/sub-1045_task-awake_acq-EC_eeg.vhdr,data/processed/sub-1045/sub-1045_task-awake_acq-EC_eeg_epochs.npy,sub-1045_task-awake_acq-EC_eeg
5,1.5065354253195093e-11,0.16840443339346828,2.2584039132240224e-11,0.2524502411215606,3.798268555302548e-11,0.42458030072296216,9.97881259248739e-12,0.11154575274730404,1.254301153313152e-12,0.014020903290984816,8.945936843595839e-11,18.5,9.902877536660526e-06,1.3230810789765757,0.0018161477493392236,0.0,64.0,4.796875,6.5476190476190474,64.0,6.623713351786137,3.984545842939169,10.0,1.5,2.2857142857142856,41.0,2.2503901086747646,3.182122654674606,11.0,0.59375,0.9047619047619048,20.0,0.8120321184396744,2.7087677816025377,8.953312663391582,sub-1045,awake,EC,,2020-02-27T13:58:51.922019Z,data/raw/ds005620/sub-1045/eeg/sub-1045_task-awake_acq-EC_eeg.vhdr,data/processed/sub-1045/sub-1045_task-awake_acq-EC_eeg_epochs.npy,sub-1045_task-awake_acq-EC_eeg
6,2.3318441029091456e-11,0.25034187145945375,2.6145740297026526e-11,0.2806951609022509,3.172659996402786e-11,0.3406100948228627,7.586449357030916e-12,0.08144652240696929,1.164515994912092e-12,0.012501998446082201,9.31463877502737e-11,17.5,9.858794328465592e-06,1.3016815523227436,0.0018053631994315474,0.0,64.0,4.671875,6.357142857142857,64.0,6.349727109074593,3.961651552229736,9.0,1.328125,2.0238095238095237,38.0,1.9662210308015347,3.1085670477697103,11.0,0.40625,0.6190476190476191,16.0,0.5929456353187561,2.5283516124645784,8.19608532635458,sub-1045,awake,EC,,2020-02-27T13:58:51.922019Z,data/raw/ds005620/sub-1045/eeg/sub-1045_task-awake_acq-EC_eeg.vhdr,data/processed/sub-1045/sub-1045_task-awake_acq-EC_eeg_epochs.npy,sub-1045_task-awake_acq-EC_eeg
7,2.017631545965121e-11,0.23792918664112675,1.3446345182569417e-11,0.1585660166239233,4.0042408211945767e-11,0.4722000722120415,5.2372812653003254e-12,0.06176063583837617,1.1792198051110098e-12,0.013905948767616107,8.479966558320372e-11,18.0,9.502856300969142e-06,1.2849554855128522,0.0029335641272570543,0.0,64.0,4.71875,6.428571428571428,64.0,6.346286566928029,3.972219856284811,8.0,1.28125,1.952380952380952,39.0,1.9936307817697525,3.087984374089452,8.0,0.578125,0.8809523809523809,22.0,0.868255078792572,2.5766145234937934,8.52648475814557,sub-1045,awake,EC,,2020-02-27T13:58:51.922019Z,data/raw/ds005620/sub-1045/eeg/sub-1045_task-awake_acq-EC_eeg.vhdr,data/processed/sub-1045/sub-1045_task-awake_acq-EC_eeg_epochs.npy,sub-1045_task-awake_acq-EC_eeg
8,2.370407843201188e-11,0.29689546458941907,1.1246082157136876e-11,0.14085807201619774,3.1630907803131084e-11,0.39617963189462074,5.529903596171697e-12,0.06926248164547384,1.299974774721976e-12,0.016282287278225498,7.983981319752588e-11,18.5,9.608430445950944e-06,1.2480597499027972,0.002002138963012903,0.0,64.0,4.75,6.476190476190475,64.0,6.4681441858410835,3.9868768691618346,8.0,1.34375,2.0476190476190474,38.0,2.012757536023855,3.0469913427843633,12.0,0.5625,0.8571428571428572,18.0,0.8525692522525787,2.4480089585863243,8.360327089647122,sub-1045,awake,EC,,2020-02-27T13:58:51.922019Z,data/raw/ds005620/sub-1045/eeg/sub-1045_task-awake_acq-EC_eeg.vhdr,data/processed/sub-1045/sub-1045_task-awake_acq-EC_eeg_epochs.npy,sub-1045_task-awake_acq-EC_eeg
9,1.976700697490102e-11,0.25160606624354953,1.293239327871824e-11,0.16461109181093458,3.250214228180286e-11,0.4137063428163995,6.288274649959195e-12,0.08004085040007372,1.1899419283073704e-12,0.015146279253092663,7.856331633819577e-11,18.0,9.974577551474795e-06,1.2296118820977695,0.000230741230326505,0.0,64.0,4.921875,6.738095238095237,64.0,6.677546596154571,3.9782036143580117,10.0,1.546875,2.3571428571428568,42.0,2.3422783091664314,3.2047817113182377,8.0,0.59375,0.9047619047619047,20.0,0.8790054321289062,2.4596097154620344,8.88567516807561,sub-1045,awake,EC,,2020-02-27T13:58:51.922019Z,data/raw/ds005620/sub-1045/eeg/sub-1045_task-awake_acq-EC_eeg.vhdr,data/processed/sub-1045/sub-1045_task-awake_acq-EC_eeg_epochs.npy,sub-1045_task-awake_acq-EC_eeg
