epoch_idx,power_delta_abs,power_delta_rel,power_theta_abs,power_theta_rel,power_alpha_abs,power_alpha_rel,power_beta_abs,power_beta_rel,power_gamma_abs,power_gamma_rel,power_total,sef95,rms,lempel_ziv,wpli_alpha,wpli_gamma,betti_0_max,betti_0_mean,betti_0_auc,n_features_0,total_persistence_0,persistence_entropy_0,betti_1_max,betti_1_mean,betti_1_auc,n_features_1,total_persistence_1,persistence_entropy_1,betti_2_max,betti_2_mean,betti_2_auc,n_features_2,total_persistence_2,persistence_entropy_2,topo_complexity,subject,task,acquisition,run,acq_time,source_file,epoch_file,bids_stem
0,1.9617897580239454e-11,0.2317758939075078,2.26270682858645e-12,0.026732777847433598,2.0312674454534985e-11,0.2399843438929086,3.578285533694321e-11,0.4227569875090467,9.822597436010745e-13,0.011604919904965658,8.464166505628126e-11,22.5,9.439650057174731e-06,1.6204607079936197,0.0,0.0,64.0,5.390625,7.452380952380952,64.0,7.483834628015757,4.097281302943749,13.0,1.53125,2.3333333333333335,39.0,2.2997384071350098,3.042579641228488,11.0,0.46875,0.7142857142857142,26.0,0.6734751462936401,2.7297528060963683,8.745546000753507,sub-1010,sed,rest,2.0,2019-11-18T14:37:15.088410Z,data/raw/ds005620/sub-1010/eeg/sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,data/processed/sub-1010/sub-1010_task-sed_acq-rest_run-2_eeg_epochs.npy,sub-1010_task-sed_acq-rest_run-2_eeg
1,2.7443598057208448e-11,0.27636857147346333,2.897177993898185e-12,0.029175800556796284,2.4362512509213015e-11,0.24534074452045312,3.736788931446566e-11,0.3763103572384801,8.878038667674376e-13,0.008940558227666002,9.930071972689398e-11,21.5,1.0220936928817537e-05,1.53806023179783,0.0,0.0,64.0,4.828125,6.595238095238094,64.0,6.610075581818819,4.094641783948239,11.0,1.34375,2.0476190476190474,40.0,2.0761540830135345,3.1180941873283503,10.0,0.34375,0.5238095238095237,22.0,0.452872633934021,2.650050834417911,8.297171738693816,sub-1010,sed,rest,2.0,2019-11-18T14:37:15.088410Z,data/raw/ds005620/sub-1010/eeg/sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,data/processed/sub-1010/sub-1010_task-sed_acq-rest_run-2_eeg_epochs.npy,sub-1010_task-sed_acq-rest_run-2_eeg
2,5.937859729434341e-10,0.7092683888917422,1.0779596860315335e-11,0.012876065866154581,2.068707036519311e-11,0.024710393538057502,2.5548074928563867e-11,0.030516790172802233,7.807866934069047e-13,0.0009326379290431325,8.371809349507969e-10,9.5,2.566071634646505e-05,1.0325886539400753,0.0,0.0,64.0,3.421875,4.4523809523809526,64.0,4.509460567031056,3.6578695497756675,5.0,0.71875,1.0952380952380951,25.0,0.9993506604805589,2.413144016389059,7.0,0.375,0.5714285714285714,13.0,0.5257030129432678,2.080903485724887,6.019101175537773,sub-1010,sed,rest,2.0,2019-11-18T14:37:15.088410Z,data/raw/ds005620/sub-1010/eeg/sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,data/processed/sub-1010/sub-1010_task-sed_acq-rest_run-2_eeg_epochs.npy,sub-1010_task-sed_acq-rest_run-2_eeg
3,7.233506350792144e-10,0.7045237985672718,2.9051166587207727e-11,0.028295044262439634,3.6972665334376366e-11,0.03601036808612021,2.284835923637026e-11,0.02225367900378545,1.072170899332369e-12,0.0010442652264046298,1.0267227828928265e-09,9.0,2.8831003874074668e-05,0.7630038124159394,0.0008968831054422654,0.0,64.0,3.453125,4.499999999999999,64.0,4.6398250591009855,3.7816123340555463,4.0,0.84375,1.2857142857142856,27.0,1.2281655333936214,2.3761545036451257,6.0,0.3125,0.47619047619047616,14.0,0.48659560084342957,2.087649226957641,6.178564864839817,sub-1010,sed,rest,2.0,2019-11-18T14:37:15.088410Z,data/raw/ds005620/sub-1010/eeg/sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,data/processed/sub-1010/sub-1010_task-sed_acq-rest_run-2_eeg_epochs.npy,sub-1010_task-sed_acq-rest_run-2_eeg
4,1.5885733307389374e-10,0.5344670614889134,2.3482480869913616e-11,0.07900555992070153,3.7793526096551784e-11,0.12715431164095325,3.691344110116147e-11,0.12419331240821437,2.0592605142974923e-12,0.006928272649552623,2.972256749206405e-10,17.5,1.818497185013257e-05,1.186566857219372,0.0025650946349541474,0.0,64.0,4.703125,6.404761904761904,64.0,6.418726675212383,4.061235460948442,8.0,1.375,2.095238095238095,42.0,2.1992055624723434,3.1211081107780503,10.0,0.40625,0.619047619047619,25.0,0.608324408531189,2.942106759646117,8.8707448414277,sub-1010,sed,rest,2.0,2019-11-18T14:37:15.088410Z,data/raw/ds005620/sub-1010/eeg/sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,data/processed/sub-1010/sub-1010_task-sed_acq-rest_run-2_eeg_epochs.npy,sub-1010_task-sed_acq-rest_run-2_eeg
5,7.18616565384131e-11,0.41081245354127105,1.0346750705646705e-11,0.05914940245351133,3.115403115959299e-11,0.178098649472856,3.639631228879814e-11,0.20806726523515318,3.668339326201409e-12,0.02097084247164799,1.7492570129983591e-10,23.0,1.3336963093024679e-05,1.5119872453000578,0.0,0.0,64.0,6.21875,8.714285714285714,64.0,8.737571630626917,4.098496918819693,13.0,1.71875,2.6190476190476186,48.0,2.7673147842288017,3.512143703823778,10.0,0.4375,0.6666666666666665,21.0,0.6343519985675812,2.627398813663138,9.541209300283299,sub-1010,sed,rest,2.0,2019-11-18T14:37:15.088410Z,data/raw/ds005620/sub-1010/eeg/sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,data/processed/sub-1010/sub-1010_task-sed_acq-rest_run-2_eeg_epochs.npy,sub-1010_task-sed_acq-rest_run-2_eeg
6,4.63096686524064e-11,0.39704477180382414,6.179295985696609e-12,0.05297937203922765,1.4671994716836832e-11,0.12579314350051357,3.466879076583829e-11,0.297239486243258,3.2483315704039804e-12,0.02785018992026814,1.1663588577685023e-10,25.5,1.106303261622088e-05,1.6430900925011203,0.0,0.0,64.0,6.90625,9.761904761904761,64.0,9.699488587677479,4.095060092270593,15.0,1.796875,2.738095238095238,45.0,2.7808381617069244,3.3725116362925105,10.0,0.5,0.7619047619047618,32.0,0.7690734565258026,2.9632401522906107,9.885663406815848,sub-1010,sed,rest,2.0,2019-11-18T14:37:15.088410Z,data/raw/ds005620/sub-1010/eeg/sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,data/processed/sub-1010/sub-1010_task-sed_acq-rest_run-2_eeg_epochs.npy,sub-1010_task-sed_acq-rest_run-2_eeg
7,1.4997829149722606e-10,0.3703343142626383,5.0439063829943145e-12,0.01245467989336105,1.2903488953370787e-11,0.03186197605958514,5.070736537707487e-11,0.1252093032766105,5.350230991979708e-11,0.13211072787811876,4.049808125283864e-10,48.0,2.6032599635072984e-05,1.571020422276146,0.0,0.0005936634633462487,64.0,5.75,7.999999999999999,64.0,8.045748129487038,4.019689989257674,9.0,1.328125,2.0238095238095237,40.0,2.027355633676052,3.2120410643279786,6.0,0.375,0.5714285714285714,16.0,0.5607123970985413,2.3831454105690018,8.183254505671574,sub-1010,sed,rest,2.0,2019-11-18T14:37:15.088410Z,data/raw/ds005620/sub-1010/eeg/sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,data/processed/sub-1010/sub-1010_task-sed_acq-rest_run-2_eeg_epochs.npy,sub-1010_task-sed_acq-rest_run-2_eeg
8,6.074775183467665e-10,0.4887785327281749,4.9620902142997544e-12,0.003992515115309664,1.6612581783794736e-11,0.013366541318612105,5.6445243633120936e-11,0.04541604014839022,7.603962802820635e-11,0.06118175026126172,1.2428481974362893e-09,41.5,4.904619345325045e-05,1.209442213297606,0.0,0.0005587950078686452,64.0,4.421875,5.976190476190476,64.0,5.940928330644965,3.882370734774575,9.0,0.625,0.9523809523809523,29.0,0.9683464616537094,2.9382306730408008,1.0,0.078125,0.11904761904761904,2.0,0.09373679757118225,0.20676479381544374,4.207078726081136,sub-1010,sed,rest,2.0,2019-11-18T14:37:15.088410Z,data/raw/ds005620/sub-1010/eeg/sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,data/processed/sub-1010/sub-1010_task-sed_acq-rest_run-2_eeg_epochs.npy,sub-1010_task-sed_acq-rest_run-2_eeg
9,5.58438960833748e-10,0.5416965673424213,5.446304985526981e-12,0.005283020924892441,1.3880855110211108e-11,0.013464697294316104,3.464841018704066e-11,0.033609626438259516,1.1205917880248869e-11,0.01086995656712252,1.0309073280147692e-09,12.5,4.4683449232252315e-05,1.2699512196980962,0.0,0.0,64.0,4.734375,6.452380952380952,64.0,6.4625698029994965,3.9122219632551456,8.0,0.546875,0.8333333333333333,28.0,0.8748432993888855,2.954939616938678,1.0,0.015625,0.023809523809523808,3.0,0.035520121455192566,1.0886565712917,4.953959609074456,sub-1010,sed,rest,2.0,2019-11-18T14:37:15.088410Z,data/raw/ds005620/sub-1010/eeg/sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,data/processed/sub-1010/sub-1010_task-sed_acq-rest_run-2_eeg_epochs.npy,sub-1010_task-sed_acq-rest_run-2_eeg
