tau_ps,measurement_frequency_ps_inv,survival_probability,survival_rate_ps_inv,survival_regime,overlap_rate_ps_inv,overlap_regime
0.540013948912,1.85180401731,0.767263558016,0.490589021356,anti-zeno,10.8549242848,anti-zeno
0.563628268802,1.77421902937,0.759658563928,0.48770833518,anti-zeno,10.6183991714,anti-zeno
0.58827522147,1.69988461778,0.75190048689,0.484724300199,anti-zeno,10.3813865915,anti-zeno
0.613999963009,1.62866459323,0.743992716593,0.481635263092,anti-zeno,10.144422173,anti-zeno
0.640849624149,1.56042847232,0.735939119257,0.478439669029,anti-zeno,9.90800504036,anti-zeno
0.668873396603,1.49505123851,0.727744043179,0.475136076962,anti-zeno,9.67259657951,anti-zeno
0.698122623193,1.43241311308,0.719412321222,0.471723175622,anti-zeno,9.43861964828,anti-zeno
0.728650891916,1.37239933567,0.710949269972,0.468199800151,anti-zeno,9.2064586556,anti-zeno
0.760514134125,1.31489995403,0.702360685318,0.464564949293,anti-zeno,8.9764599364,anti-zeno
0.793770726997,1.25980962259,0.693652834205,0.460817803043,anti-zeno,8.74893292854,anti-zeno
0.828481600493,1.20702740943,0.68483244238,0.45695774062,anti-zeno,8.52415150649,anti-zeno
0.864710348985,1.15645661137,0.675906677955,0.452984358625,anti-zeno,8.30235581153,anti-zeno
0.902523347768,1.1080045768,0.666883130696,0.448897489209,anti-zeno,8.08375428643,anti-zeno
0.941989874671,1.06158253596,0.657769786971,0.444697218053,anti-zeno,7.86852587519,anti-zeno
0.983182236977,1.01710543823,0.648575000366,0.440383901946,anti-zeno,7.6568223154,anti-zeno
1.0261759039,0.974491796384,0.639307458066,0.435958185715,anti-zeno,7.44877046783,anti-zeno
1.07104964486,0.933663537257,0.629976143128,0.431421018233,anti-zeno,7.24447461303,anti-zeno
1.11788567379,0.894545858711,0.620590292903,0.426773667243,anti-zeno,7.04401860294,anti-zeno
1.16676979975,0.857067092592,0.611159353915,0.422017732673,anti-zeno,6.84746801059,anti-zeno
1.21779158418,0.821158573428,0.601692933591,0.417155158154,anti-zeno,6.65487203753,anti-zeno
1.27104450494,0.786754512619,0.592200749329,0.412188240418,anti-zeno,6.46626533557,anti-zeno
1.32662612759,0.75379187791,0.582692575468,0.40711963626,anti-zeno,6.28166960407,anti-zeno
1.38463828415,0.722210277907,0.573178188766,0.40195236678,anti-zeno,6.10109507401,anti-zeno
1.44518725968,0.691951851433,0.563667313112,0.396689818607,anti-zeno,5.92454184098,anti-zeno
1.50838398695,0.662961161517,0.554169564174,0.391335741865,anti-zeno,5.75200102368,anti-zeno
1.57434424974,0.635185093833,0.544694394787,0.38589424467,anti-zeno,5.58345582104,anti-zeno
1.64318889497,0.608572759382,0.535251041854,0.380369783989,anti-zeno,5.41888243361,anti-zeno
1.71504405406,0.583075401262,0.525848475563,0.374767152772,anti-zeno,5.25825089371,anti-zeno
1.79004137403,0.558646305335,0.516495351669,0.369091463315,anti-zeno,5.10152579433,anti-zeno
1.86831825875,0.535240714647,0.507199967588,0.363348126897,anti-zeno,4.9486669537,anti-zeno
1.95001812059,0.512815747424,0.497970222931,0.357542829831,anti-zeno,4.79962999446,anti-zeno
2.03529064324,0.491330318508,0.488813585079,0.351681506114,anti-zeno,4.65436686604,anti-zeno
2.12429205592,0.470745064085,0.479737060244,0.345770306999,anti-zeno,4.5128263135,anti-zeno
2.2171854196,0.451022269568,0.470747170372,0.339815567834,anti-zeno,4.37495431652,anti-zeno
2.31414092577,0.432125800493,0.461849936102,0.333823772655,anti-zeno,4.24069445379,anti-zeno
2.41533620823,0.414021036324,0.453050865856,0.32780151701,anti-zeno,4.10998826674,anti-zeno
2.52095666855,0.396674807019,0.444354950991,0.321755469613,anti-zeno,3.9827755595,anti-zeno
2.63119581574,0.380055332263,0.435766666813,0.315692333416,anti-zeno,3.85899469609,anti-zeno
2.74625562079,0.364132163237,0.427289979105,0.309618806724,anti-zeno,3.73858285497,anti-zeno
2.86634688669,0.348876126837,0.418928355724,0.30354154497,anti-zeno,3.62147626441,anti-zeno
2.99168963466,0.334259272223,0.410684782716,0.297467123749,anti-zeno,3.50761041333,anti-zeno
3.12251350725,0.320254819612,0.402561784307,0.291402003677,anti-zeno,3.39692025332,anti-zeno
3.25905818905,0.306837111212,0.394561446098,0.285352497555,anti-zeno,3.28934036878,anti-zeno
3.40157384586,0.293981564215,0.386685440758,0.279324740282,anti-zeno,3.18480513984,anti-zeno
3.550321583,0.281664625759,0.37893505549,0.273324661849,anti-zeno,3.08324888841,anti-zeno
3.70557392369,0.269863729774,0.371311220617,0.267357963663,anti-zeno,2.98460600949,anti-zeno
3.86761530834,0.258557255641,0.363814538623,0.261430098357,anti-zeno,2.88881108894,anti-zeno
4.03674261568,0.24772448858,0.3564453131,0.255546253141,anti-zeno,2.79579901501,anti-zeno
4.21326570667,0.237345581698,0.349203577108,0.249711336667,anti-zeno,2.70550507119,anti-zeno
4.39750799223,0.227401519626,0.342089120544,0.243929969286,anti-zeno,2.61786502952,anti-zeno
4.58980702572,0.217874083681,0.335101516233,0.238206476526,anti-zeno,2.53281522373,anti-zeno
4.79051512143,0.208745818488,0.328240144509,0.232544885541,anti-zeno,2.45029262387,anti-zeno
5,0.2,0.321504216198,0.226948924249,n/a,2.37023489684,n/a
