maze_dim,latent_dim,n_rows,n_mazes,normalized_adv_pct_mean,normalized_adv_pct_sem,normalized_adv_pct_ci_low,normalized_adv_pct_ci_high,normalized_adv_pct_min,normalized_adv_pct_max,maze_quantum_win_rate,maze_quantum_win_ci_low,maze_quantum_win_ci_high,maze_quantum_wins,shortest_path_mean,shortest_path_ci_low,shortest_path_ci_high,shortest_path_min,shortest_path_max,detour_ratio_mean,detour_ratio_ci_low,detour_ratio_ci_high,detour_ratio_min,detour_ratio_max,open_fraction_mean,open_fraction_ci_low,open_fraction_ci_high,open_fraction_min,open_fraction_max,raw_adv_mean,raw_adv_sem,raw_adv_ci_low,raw_adv_ci_high,raw_adv_min,raw_adv_max,quantum_survival_pct_mean,quantum_survival_pct_sem,quantum_survival_pct_ci_low,quantum_survival_pct_ci_high,classical_survival_pct_mean,classical_survival_pct_sem,classical_survival_pct_ci_low,classical_survival_pct_ci_high,survival_lift_pct_mean,survival_lift_pct_sem,survival_lift_pct_ci_low,survival_lift_pct_ci_high,effective_train_evals_mean,effective_train_evals_sem,effective_train_evals_ci_low,effective_train_evals_ci_high,n_runs_eval_mean,n_runs_eval_sem,n_runs_eval_ci_low,n_runs_eval_ci_high,quantum_mean_dist_mean,quantum_mean_dist_sem,quantum_mean_dist_ci_low,quantum_mean_dist_ci_high,classical_mean_dist_mean,classical_mean_dist_sem,classical_mean_dist_ci_low,classical_mean_dist_ci_high,planner_mean_dist_mean,planner_mean_dist_sem,planner_mean_dist_ci_low,planner_mean_dist_ci_high,paired_quantum_win_rate_mean,paired_quantum_win_rate_sem,paired_quantum_win_rate_ci_low,paired_quantum_win_rate_ci_high
3,6,90,90,3.3205,1.2478,0.8748,5.7662,-28.3333,45.8333,0.5333,0.4310,0.6329,48,29.9333,28.8176,31.0491,24.0000,52.0000,1.2472,1.2007,1.2937,1.0000,2.1667,0.6071,0.5944,0.6199,0.4842,0.7106,0.9422,0.3805,0.1965,1.6880,-10.8000,11.0000,29.1530,1.9267,25.3766,32.9294,25.8325,1.8678,22.1717,29.4933,3.3205,1.2478,0.8748,5.7662,138.0000,0.0000,138.0000,138.0000,20.0000,0.0000,20.0000,20.0000,21.2656,0.6986,19.8964,22.6347,22.2078,0.6798,20.8754,23.5401,0.0000,0.0000,0.0000,0.0000,0.3589,0.0364,0.2876,0.4302
